image_id,image_path,visible_ingredients,model_name,annotation_batch,status,finish_reason,elapsed_seconds,reviewed,corrected_visible_ingredients,review_notes
0034_jpeg.rf.645f9ace4bebab4506b68536be945a2a.jpg,data/raw/train/images/0034_jpeg.rf.645f9ace4bebab4506b68536be945a2a.jpg,"milk, pineapple juice, sour cream, cottage cheese, egg, cherry tomato, cheese, lemon",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,11.44,True,"milk, pineapple juice, sour cream, cottage cheese, eggs, cherry tomatoes, cheese, lemons, red bell peppers, lettuce, yogurt, black tubs, eggplant, packaged meat","Gemma correctly identified the main labeled items and some produce but missed several visible items including red bell peppers, lettuce, yogurt cups, black tubs in the bottom drawer, and the eggplant in the crisper. | Missing: red bell peppers, lettuce, yogurt, black tubs, eggplant, packaged meat"
0049_jpeg.rf.8e4a40dea2cfbf026f2199e1dae290a3.jpg,data/raw/train/images/0049_jpeg.rf.8e4a40dea2cfbf026f2199e1dae290a3.jpg,"milk, milk, orange juice, cheese, coconut milk",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,8.42,True,"milk, orange juice, cheese, coconut milk yogurt, sour cream, berries, leafy greens, soda cans, vegetable broth, pickles, creamer","Gemma correctly identified milk, orange juice, cheese, and coconut milk but missed a significant number of items including yogurt, sour cream, berries, greens, cans, broth, and condiments. | Missing: yogurt, sour cream, berries, leafy greens, soda cans, broth, pickles, creamer"
0055_jpeg.rf.2fa6e3e14c1e0efc1e9f2512ae5155ac.jpg,data/raw/train/images/0055_jpeg.rf.2fa6e3e14c1e0efc1e9f2512ae5155ac.jpg,"milk, apple",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.14,True,"milk, apples, leafy greens, condiments, salad dressing, ketchup, mustard, butter, fruit bowl, juice, water, jars of sauce, pickles","Gemma correctly identified milk and apples but was extremely incomplete, missing the leafy greens, numerous condiments on the doors, drinks, butter, and other produce. | Missing: leafy greens, condiments, salad dressing, ketchup, mustard, butter, fruit bowl, juice, water, jars of sauce, pickles"
0063_jpeg.rf.5e3e62a677ed876855373c0f84a60118.jpg,data/raw/train/images/0063_jpeg.rf.5e3e62a677ed876855373c0f84a60118.jpg,"coca-cola, fanta, apple, green pepper, lemon, asparagus, parmigiano reggiano, oat milk, water",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,13.28,True,"coca-cola bottles, coca-cola can, jar of pickles, fanta can, blueberries, yogurt tubs, meat package, red apples, cheese block, green bell peppers, avocados, butter tub, chocolate box, parmigiano reggiano, ketchup bottle, water bottle, oat milk cartons, asparagus, lemons, celery","Gemma correctly identified the main branded items and specific produce (asparagus, peppers, lemon) but missed a significant number of items including the jar of pickles, blueberries, avocados, butter, yogurt, meat, and condiments. | Missing: pickles, blueberries, yogurt, meat package, avocados, butter, cheese block, ketchup, celery, chocolate box"
0068_jpeg.rf.47824cc74e591c795f348c0bfc7657a4.jpg,data/raw/train/images/0068_jpeg.rf.47824cc74e591c795f348c0bfc7657a4.jpg,"milk, orange juice",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.31,True,"milk, orange juice, energy drinks, mustard, ketchup, pickles, relish, eggs, cheese, butter, yogurt, deli meat, vegetables, green onions, water, sauces, juice","The previous model was extremely incomplete, identifying only two items (milk and orange juice) while missing the entire top shelf of condiments, the energy drinks on the door, the eggs, produce, and meats inside. | Missing: energy drinks, mustard, ketchup, pickles, relish, eggs, cheese, butter, yogurt, deli meat, vegetables, green onions, water, sauces, juice"
0077_png.rf.bf11c12979a6e57b2e232db354ccae17.jpg,data/raw/train/images/0077_png.rf.bf11c12979a6e57b2e232db354ccae17.jpg,"grape, egg",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,4.43,True,"grapes, eggs, milk, orange juice, ketchup, mustard, pickles, relish, meat, apples, bread, cheese, sauces, yogurt, butter, soda","Gemma correctly identified grapes and eggs but missed the vast majority of visible items including dairy, condiments, meats, and other produce. | Missing: milk, orange juice, ketchup, mustard, pickles, relish, meat, apples, bread, cheese, sauces, yogurt, butter, soda"
0079_jpeg.rf.8b34b144a1a504c0ef4aef30bf86865e.jpg,data/raw/train/images/0079_jpeg.rf.8b34b144a1a504c0ef4aef30bf86865e.jpg,"tomato, bell pepper, lettuce, orange, cucumber, lemon, egg, avocado",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,10.63,True,"tomato, bell pepper, lettuce, orange, cucumber, lemon, egg, broccoli, mushrooms, bread, melon, watermelon","Gemma missed several distinct items including broccoli, mushrooms, bread rolls, and melons. It also incorrectly identified an avocado, which is not clearly visible (likely confused with a green mango or lime). | Missing: broccoli, mushrooms, bread, melon, watermelon | Incorrect: avocado"
0087_jpeg.rf.0759925cc3a4e2b9ce40a5c6b4c157c4.jpg,data/raw/train/images/0087_jpeg.rf.0759925cc3a4e2b9ce40a5c6b4c157c4.jpg,"milk, strawberry, cottage cheese, water",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,6.83,True,"milk, strawberries, water, mayonnaise, margarine, juice, bread, grapes","Gemma missed several visible items including the jar of mayonnaise, tub of margarine, jug of juice, bread container, and bag of grapes. It likely hallucinated 'cottage cheese' by misidentifying the mayonnaise jar or margarine tub. | Missing: mayonnaise, margarine, juice, bread, grapes | Incorrect: cottage cheese"
0089_jpeg.rf.9dce5aaacee0e5e87f89de53b7e77532.jpg,data/raw/train/images/0089_jpeg.rf.9dce5aaacee0e5e87f89de53b7e77532.jpg,"pickle, cream cheese, yogurt, mayonnaise, mustard, egg, lemon, carrot, butter",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,12.52,True,"pickles, cream cheese, yogurt, mayonnaise, mustard, eggs, jam, carrots, berries, salad greens, tortillas, lemon, herbs, cheese, hot dogs, butter, soda","Gemma correctly identified the condiments and some produce but missed a large portion of the contents including meats, cheeses, fruits, and tortillas. | Missing: jam, berries, salad greens, tortillas, cheese, hot dogs, soda"
0091_jpeg.rf.aba37cbc7a3c56adb0c9ec5d5c09299d.jpg,data/raw/train/images/0091_jpeg.rf.aba37cbc7a3c56adb0c9ec5d5c09299d.jpg,"orange juice, milk, butter",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,6.58,True,"milk, juice, yogurt, butter, prepared meals, deli meat, lettuce, water, lemons, onion, ketchup, mustard, soy sauce, jam, wine","Gemma identified 3 items correctly (milk, butter, juice) but missed the vast majority of the fridge contents, including produce, condiments, beverages, and prepared foods. | Missing: yogurt, vegetables, fruit, water, condiments, prepared meals, deli meat, wine"
0093_jpeg.rf.d54c61dbaeec71cbd0c01c97a9b7d09e.jpg,data/raw/train/images/0093_jpeg.rf.d54c61dbaeec71cbd0c01c97a9b7d09e.jpg,"water, strawberry, cabbage, egg",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,7.6,True,"water, ketchup, strawberries, butter, avocado, soda cans, napa cabbage, zucchini, leftovers, salad greens, celery, red pepper, eggs, asparagus, bok choy, mayonnaise, mustard, soy sauce, butter box, juice cartons","Gemma correctly identified water, strawberries, cabbage, and eggs, but missed the vast majority of visible items including other vegetables (celery, asparagus, bok choy), condiments, and door items. | Missing: ketchup, butter, avocado, soda cans, zucchini, leftovers, salad greens, celery, red pepper, asparagus, bok choy, mayonnaise, mustard, soy sauce, butter box, juice cartons"
0097_jpeg.rf.3de971fc80048551ed350d7ba2afee5a.jpg,data/raw/train/images/0097_jpeg.rf.3de971fc80048551ed350d7ba2afee5a.jpg,"egg, tomato",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.14,True,"lettuce, eggs, carrots, grapes, strawberries, tomatoes, condiments, juice, milk, lemons, cheese","The previous model was extremely incomplete, identifying only eggs and tomatoes while missing the majority of visible items including lettuce, cut carrots, grapes, berries, and various door items. | Missing: lettuce, carrots, grapes, strawberries, juice, milk, condiments, lemons, cheese"
0098_jpeg.rf.c877ea95d89c8cacd8ea5bcfb67ebfa8.jpg,data/raw/train/images/0098_jpeg.rf.c877ea95d89c8cacd8ea5bcfb67ebfa8.jpg,"milk, egg, orange, lemon",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,6.37,True,"milk, ketchup, butter, yogurt, eggs, soy milk, mustard, hot sauce, berries, oranges, lemons, condiments, leftovers","Gemma identified the main staples (milk, eggs, oranges, lemons) correctly but missed the vast majority of items, including ketchup, yogurt, berries, and numerous condiments in the door. | Missing: ketchup, yogurt, butter, berries, condiments, leftovers"
0104_jpeg.rf.7789bfa234074b922e32a6e39a357d74.jpg,data/raw/train/images/0104_jpeg.rf.7789bfa234074b922e32a6e39a357d74.jpg,"milk, lemon, lemon",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,6.78,True,"milk, lemon, yogurt, vegetables, ketchup, eggs, cheese, pickles, condiments, butter, meat","Gemma missed the vast majority of visible items. The fridge is well-stocked with yogurt, vegetables (greens, onions), condiments (ketchup, pickles), eggs, and packaged meats/cheese which were not identified. | Missing: yogurt, vegetables, ketchup, eggs, cheese, pickles, condiments, butter, meat"
0110_jpeg.rf.d623a3387633bdc613f20419801ce3cc.jpg,data/raw/train/images/0110_jpeg.rf.d623a3387633bdc613f20419801ce3cc.jpg,"egg, milk",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,4.43,True,"eggs, milk, cheese, condiments, sauce jar, juice carton, food containers, salad, produce","Gemma correctly identified the eggs and milk but missed the majority of the visible items including the cheese block, various condiments, sauce jar, red juice carton, multiple food containers, and produce in the drawers. | Missing: cheese, condiments, sauce jar, juice carton, food containers, salad, produce"
0111_jpeg.rf.d814285e5b9b3f6188dd55894e2aef95.jpg,data/raw/train/images/0111_jpeg.rf.d814285e5b9b3f6188dd55894e2aef95.jpg,egg,Gemma 4 31B-it,gemma4_batch_100_new,success,stop,4.18,True,"eggs, milk, juice, condiments, strawberries, lettuce, carrots, jam, pickles, butter, yogurt","The previous model only identified eggs. The image shows a fully stocked fridge with many visible items including milk jugs, juice, various condiments and sauces, fresh produce like strawberries and lettuce, and jars on the door shelves. | Missing: milk, juice, condiments, strawberries, lettuce, carrots, jam, pickles, butter, yogurt"
0114_jpeg.rf.666e6d0ab3348a16b23c2f0478347018.jpg,data/raw/train/images/0114_jpeg.rf.666e6d0ab3348a16b23c2f0478347018.jpg,"milk, mayonnaise, mustard",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.49,True,"milk, mayonnaise, mustard, soda cans, juice cartons, water bottles, bread rolls, ketchup, salad dressing, butter, relish, pickles","Gemma correctly identified milk, mayonnaise, and mustard but missed a large number of other visible items including beverages, bread, and other condiments. | Missing: soda cans, juice cartons, water bottles, bread rolls, ketchup, salad dressing, butter, relish, pickles"
0120_jpeg.rf.023949a997e757be94ba899ba68db45a.jpg,data/raw/train/images/0120_jpeg.rf.023949a997e757be94ba899ba68db45a.jpg,"almond milk, grape, egg",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.55,True,"almond milk, eggs, grapes, frozen waffles, mustard, yogurt, pickles, salsa, soda cans, water pitcher, frozen pizza, butter, cheese, condiments, jam, meat package","Gemma correctly identified almond milk, grapes, and eggs but missed the vast majority of visible items including condiments, frozen foods, yogurt, and beverages. | Missing: frozen waffles, mustard, yogurt, pickles, salsa, soda cans, water pitcher, frozen pizza, butter, cheese, condiments, jam, meat package"
0124_jpeg.rf.c4320ae1a77ef91ec0e366e8158c2097.jpg,data/raw/train/images/0124_jpeg.rf.c4320ae1a77ef91ec0e366e8158c2097.jpg,"sour cream, egg, watermelon",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.45,True,"sour cream, eggs, watermelon, cheese, yogurt, bananas, salad, condiments, butter, deli meat","The previous model correctly identified sour cream, eggs, and watermelon but was incomplete, missing many other visible items like the cheese wedge, yogurt tub, bananas, salad bowl, and various condiments on the door. | Missing: cheese, yogurt, bananas, salad, condiments, butter, deli meat"
0131_jpeg.rf.44a0910142b1c384a062ae5e225eaf54.jpg,data/raw/train/images/0131_jpeg.rf.44a0910142b1c384a062ae5e225eaf54.jpg,"{
  ""ingredients"": [],
  ""uncertain_items"": [
    {
      ""name"": ""unknown packaged item"",
      ""reason"": ""multiple packaged items on freezer shelves with unreadable labels""
    },
    {
      ""name"": ""unknown bottle"",
      ""reason"": ""multiple bottles in door and main compartment with unreadable labels""
    },
    {
      ""name"": ""unknown jar"",
      ""reason"": ""multiple jars in the door with unreadable labels""
    },
    {
      ""name"": ""unknown packaged item"",
      ""reason"": ""items in the main fridge compartment are too blurry to identify""
    }
  ]
}",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,3.1,True,"cereal boxes, frozen waffles, frozen meals, popsicles, eggs, milk cartons, soda cans, mustard, mayonnaise, jam, pickles, butter, produce","The previous model failed to identify any specific ingredients, labeling everything as unknown due to perceived blurriness. However, the image is clear enough to distinguish common grocery items like cereal on top, rows of popsicles in the freezer door, eggs, dairy, and various condiments in the fridge door. | Missing: cereal, frozen foods, popsicles, eggs, milk, soda, condiments, jars, produce"
0139_jpeg.rf.d68ac5fa75bf0f0878c8ccca56c4c850.jpg,data/raw/train/images/0139_jpeg.rf.d68ac5fa75bf0f0878c8ccca56c4c850.jpg,"egg, watermelon, milk",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.86,True,"watermelon, eggs, milk, lettuce, salad mix, butter, juice, food pouches, prepared food containers, meat packages, red produce","Gemma correctly identified the three most prominent items (watermelon, eggs, milk) but missed the majority of the fridge contents including multiple bags of greens, door items, and prepared foods. | Missing: lettuce, salad mix, butter, juice, food pouches, prepared food containers, meat packages, red produce"
0140_jpeg.rf.4134387cdb294e82931ffffc2521d35f.jpg,data/raw/train/images/0140_jpeg.rf.4134387cdb294e82931ffffc2521d35f.jpg,"milk, mayonnaise",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.14,True,"milk, mayonnaise, butter, water, wine, ketchup, mustard, soy sauce, beer, carrots, cheese, salad dressing, jam, juice","Gemma correctly identified milk and mayonnaise but missed the vast majority of visible items including butter, various condiments, beverages, and produce in the drawers. | Missing: butter, water, wine, ketchup, mustard, soy sauce, beer, carrots, cheese, salad dressing, jam, juice"
0144_jpeg.rf.ef3933e59e801bcfe6e46266918c0070.jpg,data/raw/train/images/0144_jpeg.rf.ef3933e59e801bcfe6e46266918c0070.jpg,"butter, egg white, almond milk",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,8.06,True,"soda cans, raw meat, yogurt, cheese, pickles, fruit container, egg whites, almond milk, butter, salad dressing, juice","Gemma correctly identified butter, egg whites, and almond milk which are visible on the door, but missed the majority of items including sodas, meat, produce, and condiments. | Missing: soda cans, raw meat, yogurt, cheese, pickles, fruit container, salad dressing, juice"
0148_jpeg.rf.2a24899be498df88c947a4c8db36e8a1.jpg,data/raw/train/images/0148_jpeg.rf.2a24899be498df88c947a4c8db36e8a1.jpg,"egg, lemon, apple, kiwi, red bell pepper, beet",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,9.7,True,"yogurt, avocados, sauerkraut, eggs, lemons, cheese, spinach, chicken, salad, nectarine, kiwi, beets, red bell pepper, tomatoes","Gemma correctly identified eggs, lemons, kiwi, beets, and red bell peppers. It missed significant items like avocados, jars of sauerkraut, greens, and meat. 'Apple' is likely a misidentification of the nectarine or tomatoes in the bottom drawer. | Missing: avocados, sauerkraut, yogurt, spinach, chicken, cheese, nectarine, tomatoes | Incorrect: apple"
0149_jpeg.rf.1525ada60b701afecc8be3278e9aaa91.jpg,data/raw/train/images/0149_jpeg.rf.1525ada60b701afecc8be3278e9aaa91.jpg,aloe vera juice,Gemma 4 31B-it,gemma4_batch_100_new,success,stop,3.61,True,"aloe vera juice, eggs, salad greens, jars of pickles and sauces, leftover containers, hot sauce, soy sauce, condiments, smoothie","The previous model correctly identified the aloe vera juice but missed the vast majority of items in the fridge, including the egg carton, bag of salad, numerous jars on the shelves and door, and various condiment bottles. | Missing: eggs, salad greens, jars of pickles and sauces, leftover containers, hot sauce, soy sauce, condiments, smoothie"
0167_jpeg.rf.4ceb7858f4f41339361e24bea0a07dfa.jpg,data/raw/train/images/0167_jpeg.rf.4ceb7858f4f41339361e24bea0a07dfa.jpg,"cherry tomato, potato, grape, corn, carrot, orange, apple, onion, cherry tomato, cucumber, radish, bell pepper, lime, butter",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,16.2,True,"green beans, jarred tomatoes, potatoes, grapes, mushrooms, corn, iceberg lettuce, mixed greens, melon, carrots, oranges, apples, onions, cherry tomatoes, cucumbers, radishes, bell peppers, limes, yogurt spread","Gemma identified most loose produce correctly but missed several large items including the head of lettuce, the melon, the bags of green beans, and the package of mushrooms. | Missing: green beans, jarred tomatoes, mushrooms, lettuce, melon, mixed greens"
0169_jpeg.rf.65feabb64a3c3f1ccab8dd1d1d5a3d59.jpg,data/raw/train/images/0169_jpeg.rf.65feabb64a3c3f1ccab8dd1d1d5a3d59.jpg,"oatmilk, orange juice, egg, bell pepper, apple, lemon",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,9.55,True,"oatmilk, orange juice, sparkling water, yogurt, blueberries, strawberries, grapes, salad greens, cottage cheese, eggs, sausages, bell peppers, lemons, apples, green onions","Gemma correctly identified the main staples (oatmilk, juice, eggs, peppers, apples, lemons) but missed a significant number of other visible items including various berries, greens, yogurt, and packaged meats. | Missing: sparkling water, yogurt, blueberries, strawberries, grapes, salad greens, cottage cheese, sausages, green onions"
0185_jpeg.rf.2b0c232bcf1b009046eaf86a7b1bf667.jpg,data/raw/train/images/0185_jpeg.rf.2b0c232bcf1b009046eaf86a7b1bf667.jpg,"egg, milk, green onion",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,6.17,True,"soy sauce, mustard, ketchup, mayonnaise, salad dressing, peanut butter, jam, yogurt, apple, strawberries, berries, eggs, milk, green onions, butter, garlic, tomatoes, leftovers","Gemma correctly identified egg, milk, and green onion but missed the vast majority of visible items, including numerous condiments on the left door, fruits (apple, strawberries), yogurt, butter, and produce in the drawers. | Missing: soy sauce, mustard, ketchup, mayonnaise, salad dressing, peanut butter, jam, yogurt, apple, strawberries, berries, butter, garlic, tomatoes, leftovers"
0186_jpeg.rf.1a63c93d6fc31c1fb0ab8a24fb3b9fec.jpg,data/raw/train/images/0186_jpeg.rf.1a63c93d6fc31c1fb0ab8a24fb3b9fec.jpg,"egg, carrot",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.14,True,"carrots, leafy greens, celery, lemons, red onion, radishes, milk, cheese, yogurt, condiments, butter","Gemma correctly identified carrots but missed the majority of visible items including leafy greens, celery, lemons, dairy products, and condiments. 'Egg' appears to be a hallucination as no egg carton is clearly visible. | Missing: leafy greens, celery, lemons, red onion, radishes, milk, cheese, yogurt, condiments, butter | Incorrect: egg"
0192_jpeg.rf.65cf77a5a274299a69dc898654671817.jpg,data/raw/train/images/0192_jpeg.rf.65cf77a5a274299a69dc898654671817.jpg,"lemon, egg, butter, tomato ketchup, milk, orange juice",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,8.76,True,"lemons, eggs, bread, butter, ketchup, tomato sauce, milk, orange juice, vegemite, jam jars, lime juice, produce","Gemma correctly identified several key staples (lemons, eggs, butter, ketchup, milk, OJ) but missed a large portion of the visible items including the bread bags, Vegemite, various jars, lime juice, and fresh produce in the drawers. | Missing: bread, vegemite, jam jars, lime juice, produce"
01vtk6iubte51_jpg.rf.338a63065cc7d0942a1e87dbb8054459.jpg,data/raw/train/images/01vtk6iubte51_jpg.rf.338a63065cc7d0942a1e87dbb8054459.jpg,"{
  ""ingredients"": [],
  ""uncertain_items"": [
    {
      ""name"": ""unknown bottle"",
      ""reason"": ""multiple bottles in door and on shelves with unreadable labels""
    },
    {
      ""name"": ""unknown jar"",
      ""reason"": ""multiple jars on top shelf with unreadable labels""
    },
    {
      ""name"": ""unknown packaged item"",
      ""reason"": ""various containers and packages on shelves with unreadable labels""
    },
    {
      ""name"": ""leafy green vegetable"",
      ""reason"": ""green foliage visible in the crisper drawer""
    }
  ]
}",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,3.06,True,"yogurt, mayonnaise, mustard, ketchup, salad dressing, leafy greens, leftovers, frozen food, milk, cheese, jam","The previous model was overly cautious, labeling almost everything as 'unknown' or 'uncertain'. While the image is slightly grainy, distinct items like yellow mustard bottles, a white leftover container, leafy greens in the crisper, and an orange frozen food bag are clearly visible. | Missing: yogurt, condiments (mustard, ketchup, dressing), leftovers, frozen food, milk, cheese"
0201_jpeg.rf.266d706685d63bfb42caef133b41d634.jpg,data/raw/train/images/0201_jpeg.rf.266d706685d63bfb42caef133b41d634.jpg,"whole milk, egg, blueberry, raspberry",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,7.7,True,"almond milk, yogurt, creamer, eggs, cheese, diet coke, lettuce, asparagus, blueberries, raspberries","Gemma correctly identified eggs and berries but misidentified the yogurt tub (labeled 'Whole Milk') as milk and missed the almond milk, soda, and produce in the crisper. | Missing: almond milk, yogurt, creamer, cheese, diet coke, lettuce, asparagus | Incorrect: whole milk"
0207_jpeg.rf.b29797dbc5e2fee5688110f2af25c164.jpg,data/raw/train/images/0207_jpeg.rf.b29797dbc5e2fee5688110f2af25c164.jpg,"milk, egg",Gemma 4 31B-it,gemma4_batch_100_new,success,stop,5.15,True,"milk, eggs, yogurt, salad greens, berries, chicken broth, soy sauce, condiments, cheese, juice","Gemma correctly identified milk and eggs but was extremely incomplete, missing almost all other visible items like yogurt, produce, broth, and numerous condiments. | Missing: yogurt, salad greens, berries, chicken broth, soy sauce, condiments, cheese, juice"
