image_id,image_path,gemma_ingredients,qwen_corrected_ingredients,gemma_ingredient_count,qwen_ingredient_count,tp,fp,fn,precision,recall,f1,exact_match,jaccard,false_negatives,false_positives
0034_jpeg.rf.645f9ace4bebab4506b68536be945a2a.jpg,data/raw/train/images/0034_jpeg.rf.645f9ace4bebab4506b68536be945a2a.jpg,milk; pineapple juice; sour cream; cheese; egg; tomato; lemon,milk; pineapple juice; sour cream; cheese; egg; tomato; lemon; red bell peppers; lettuce; yogurt; black tubs; eggplant; packaged meat,7,13,7,0,6,1.0,0.5385,0.7,0,0.5385,black tubs; eggplant; lettuce; packaged meat; red bell peppers; yogurt,
0049_jpeg.rf.8e4a40dea2cfbf026f2199e1dae290a3.jpg,data/raw/train/images/0049_jpeg.rf.8e4a40dea2cfbf026f2199e1dae290a3.jpg,milk; orange juice; cheese; coconut milk,milk; orange juice; cheese; coconut milk yogurt; sour cream; berry; leafy greens; soda cans; vegetable broth; pickle; creamer,4,11,3,1,8,0.75,0.2727,0.4,0,0.25,berry; coconut milk yogurt; creamer; leafy greens; pickle; soda cans; sour cream; vegetable broth,coconut milk
0055_jpeg.rf.2fa6e3e14c1e0efc1e9f2512ae5155ac.jpg,data/raw/train/images/0055_jpeg.rf.2fa6e3e14c1e0efc1e9f2512ae5155ac.jpg,milk; apple,milk; apple; leafy greens; salad dressing; ketchup; mustard; butter; fruit bowl; juice; water; jars of sauce; pickle,2,12,2,0,10,1.0,0.1667,0.2857,0,0.1667,butter; fruit bowl; jars of sauce; juice; ketchup; leafy greens; mustard; pickle; salad dressing; water,
0063_jpeg.rf.5e3e62a677ed876855373c0f84a60118.jpg,data/raw/train/images/0063_jpeg.rf.5e3e62a677ed876855373c0f84a60118.jpg,coca-cola; fanta; apple; bell pepper; lemon; asparagus; parmigiano reggiano; oat milk; water,coca-cola bottles; coca-cola can; jar of pickles; fanta can; blueberry; yogurt tubs; meat package; red apples; cheese block; green bell peppers; avocado; butter tub; chocolate box; parmigiano reggiano; ketchup bottle; water; oat milk cartons; asparagus; lemon; celery,9,20,4,5,16,0.4444,0.2,0.2759,0,0.16,avocado; blueberry; butter tub; celery; cheese block; chocolate box; coca-cola bottles; coca-cola can; fanta can; green bell peppers; jar of pickles; ketchup bottle; meat package; oat milk cartons; red apples; yogurt tubs,apple; bell pepper; coca-cola; fanta; oat milk
0068_jpeg.rf.47824cc74e591c795f348c0bfc7657a4.jpg,data/raw/train/images/0068_jpeg.rf.47824cc74e591c795f348c0bfc7657a4.jpg,milk; orange juice,milk; orange juice; energy drinks; mustard; ketchup; pickle; relish; egg; cheese; butter; yogurt; meat; spring onion; water; sauces; juice,2,16,2,0,14,1.0,0.125,0.2222,0,0.125,butter; cheese; egg; energy drinks; juice; ketchup; meat; mustard; pickle; relish; sauces; spring onion; water; yogurt,
0077_png.rf.bf11c12979a6e57b2e232db354ccae17.jpg,data/raw/train/images/0077_png.rf.bf11c12979a6e57b2e232db354ccae17.jpg,grape; egg,grape; egg; milk; orange juice; ketchup; mustard; pickle; relish; meat; apple; bread; cheese; sauces; yogurt; butter; soda,2,16,2,0,14,1.0,0.125,0.2222,0,0.125,apple; bread; butter; cheese; ketchup; meat; milk; mustard; orange juice; pickle; relish; sauces; soda; yogurt,
0079_jpeg.rf.8b34b144a1a504c0ef4aef30bf86865e.jpg,data/raw/train/images/0079_jpeg.rf.8b34b144a1a504c0ef4aef30bf86865e.jpg,tomato; bell pepper; lettuce; orange; cucumber; lemon; egg; avocado,tomato; bell pepper; lettuce; orange; cucumber; lemon; egg; broccoli; mushroom; bread; melon; watermelon,8,12,7,1,5,0.875,0.5833,0.7,0,0.5385,bread; broccoli; melon; mushroom; watermelon,avocado
0087_jpeg.rf.0759925cc3a4e2b9ce40a5c6b4c157c4.jpg,data/raw/train/images/0087_jpeg.rf.0759925cc3a4e2b9ce40a5c6b4c157c4.jpg,milk; strawberry; cheese; water,milk; strawberry; water; mayonnaise; margarine; juice; bread; grape,4,8,3,1,5,0.75,0.375,0.5,0,0.3333,bread; grape; juice; margarine; mayonnaise,cheese
0089_jpeg.rf.9dce5aaacee0e5e87f89de53b7e77532.jpg,data/raw/train/images/0089_jpeg.rf.9dce5aaacee0e5e87f89de53b7e77532.jpg,pickle; cream cheese; yogurt; mayonnaise; mustard; egg; lemon; carrot; butter,pickle; cream cheese; yogurt; mayonnaise; mustard; egg; jam; carrot; berry; salad greens; tortilla; lemon; herbs; cheese; hot dogs; butter; soda,9,17,9,0,8,1.0,0.5294,0.6923,0,0.5294,berry; cheese; herbs; hot dogs; jam; salad greens; soda; tortilla,
0091_jpeg.rf.aba37cbc7a3c56adb0c9ec5d5c09299d.jpg,data/raw/train/images/0091_jpeg.rf.aba37cbc7a3c56adb0c9ec5d5c09299d.jpg,orange juice; milk; butter,milk; juice; yogurt; butter; prepared meals; meat; lettuce; water; lemon; onion; ketchup; mustard; soy sauce; jam; wine,3,15,2,1,13,0.6667,0.1333,0.2222,0,0.125,jam; juice; ketchup; lemon; lettuce; meat; mustard; onion; prepared meals; soy sauce; water; wine; yogurt,orange juice
0093_jpeg.rf.d54c61dbaeec71cbd0c01c97a9b7d09e.jpg,data/raw/train/images/0093_jpeg.rf.d54c61dbaeec71cbd0c01c97a9b7d09e.jpg,water; strawberry; cabbage; egg,water; ketchup; strawberry; butter; avocado; soda cans; napa cabbage; zucchini; leftovers; salad greens; celery; bell pepper; egg; asparagus; bok choy; mayonnaise; mustard; soy sauce; butter box; juice cartons,4,20,3,1,17,0.75,0.15,0.25,0,0.1429,asparagus; avocado; bell pepper; bok choy; butter; butter box; celery; juice cartons; ketchup; leftovers; mayonnaise; mustard; napa cabbage; salad greens; soda cans; soy sauce; zucchini,cabbage
0097_jpeg.rf.3de971fc80048551ed350d7ba2afee5a.jpg,data/raw/train/images/0097_jpeg.rf.3de971fc80048551ed350d7ba2afee5a.jpg,egg; tomato,lettuce; egg; carrot; grape; strawberry; tomato; juice; milk; lemon; cheese,2,10,2,0,8,1.0,0.2,0.3333,0,0.2,carrot; cheese; grape; juice; lemon; lettuce; milk; strawberry,
0098_jpeg.rf.c877ea95d89c8cacd8ea5bcfb67ebfa8.jpg,data/raw/train/images/0098_jpeg.rf.c877ea95d89c8cacd8ea5bcfb67ebfa8.jpg,milk; egg; orange; lemon,milk; ketchup; butter; yogurt; egg; soy milk; mustard; hot sauce; berry; orange; lemon; leftovers,4,12,4,0,8,1.0,0.3333,0.5,0,0.3333,berry; butter; hot sauce; ketchup; leftovers; mustard; soy milk; yogurt,
0104_jpeg.rf.7789bfa234074b922e32a6e39a357d74.jpg,data/raw/train/images/0104_jpeg.rf.7789bfa234074b922e32a6e39a357d74.jpg,milk; lemon,milk; lemon; yogurt; ketchup; egg; cheese; pickle; butter; meat,2,9,2,0,7,1.0,0.2222,0.3636,0,0.2222,butter; cheese; egg; ketchup; meat; pickle; yogurt,
0110_jpeg.rf.d623a3387633bdc613f20419801ce3cc.jpg,data/raw/train/images/0110_jpeg.rf.d623a3387633bdc613f20419801ce3cc.jpg,egg; milk,egg; milk; cheese; sauce jar; juice carton; food containers; salad; produce,2,8,2,0,6,1.0,0.25,0.4,0,0.25,cheese; food containers; juice carton; produce; salad; sauce jar,
0111_jpeg.rf.d814285e5b9b3f6188dd55894e2aef95.jpg,data/raw/train/images/0111_jpeg.rf.d814285e5b9b3f6188dd55894e2aef95.jpg,egg,egg; milk; juice; strawberry; lettuce; carrot; jam; pickle; butter; yogurt,1,10,1,0,9,1.0,0.1,0.1818,0,0.1,butter; carrot; jam; juice; lettuce; milk; pickle; strawberry; yogurt,
0114_jpeg.rf.666e6d0ab3348a16b23c2f0478347018.jpg,data/raw/train/images/0114_jpeg.rf.666e6d0ab3348a16b23c2f0478347018.jpg,milk; mayonnaise; mustard,milk; mayonnaise; mustard; soda cans; juice cartons; water bottles; bread rolls; ketchup; salad dressing; butter; relish; pickle,3,12,3,0,9,1.0,0.25,0.4,0,0.25,bread rolls; butter; juice cartons; ketchup; pickle; relish; salad dressing; soda cans; water bottles,
0120_jpeg.rf.023949a997e757be94ba899ba68db45a.jpg,data/raw/train/images/0120_jpeg.rf.023949a997e757be94ba899ba68db45a.jpg,almond milk; grape; egg,almond milk; egg; grape; frozen waffles; mustard; yogurt; pickle; salsa; soda cans; water pitcher; pizza; butter; cheese; jam; meat package,3,15,3,0,12,1.0,0.2,0.3333,0,0.2,butter; cheese; frozen waffles; jam; meat package; mustard; pickle; pizza; salsa; soda cans; water pitcher; yogurt,
0124_jpeg.rf.c4320ae1a77ef91ec0e366e8158c2097.jpg,data/raw/train/images/0124_jpeg.rf.c4320ae1a77ef91ec0e366e8158c2097.jpg,sour cream; egg; watermelon,sour cream; egg; watermelon; cheese; yogurt; banana; salad; butter; meat,3,9,3,0,6,1.0,0.3333,0.5,0,0.3333,banana; butter; cheese; meat; salad; yogurt,
0131_jpeg.rf.44a0910142b1c384a062ae5e225eaf54.jpg,data/raw/train/images/0131_jpeg.rf.44a0910142b1c384a062ae5e225eaf54.jpg,"{ ""ingredients"": []; ""uncertain_items"": [ { ""name"": ""unknown packaged item""; ""reason"": ""multiple packaged items on freezer shelves with unreadable labels"" }; { ""name"": ""unknown bottle""; ""reason"": ""multiple bottles in door and main compartment with unreadable labels"" }; { ""name"": ""unknown jar""; ""reason"": ""multiple jars in the door with unreadable labels"" }; { ""name"": ""unknown packaged item""; ""reason"": ""items in the main fridge compartment are too blurry to identify"" } ] }",cereal boxes; frozen waffles; frozen meals; popsicles; egg; milk cartons; soda cans; mustard; mayonnaise; jam; pickle; butter; produce,9,13,0,9,13,0.0,0.0,0.0,0,0.0,butter; cereal boxes; egg; frozen meals; frozen waffles; jam; mayonnaise; milk cartons; mustard; pickle; popsicles; produce; soda cans,"""reason"": ""items in the main fridge compartment are too blurry to identify"" } ] }; ""reason"": ""multiple bottles in door and main compartment with unreadable labels"" }; ""reason"": ""multiple jars in the door with unreadable labels"" }; ""reason"": ""multiple packaged items on freezer shelves with unreadable labels"" }; ""uncertain_items"": [ { ""name"": ""unknown packaged item""; { ""ingredients"": []; { ""name"": ""unknown bottle""; { ""name"": ""unknown jar""; { ""name"": ""unknown packaged item"""
0139_jpeg.rf.d68ac5fa75bf0f0878c8ccca56c4c850.jpg,data/raw/train/images/0139_jpeg.rf.d68ac5fa75bf0f0878c8ccca56c4c850.jpg,egg; watermelon; milk,watermelon; egg; milk; lettuce; salad; butter; juice; food pouches; prepared food containers; meat packages; red produce,3,11,3,0,8,1.0,0.2727,0.4286,0,0.2727,butter; food pouches; juice; lettuce; meat packages; prepared food containers; red produce; salad,
0140_jpeg.rf.4134387cdb294e82931ffffc2521d35f.jpg,data/raw/train/images/0140_jpeg.rf.4134387cdb294e82931ffffc2521d35f.jpg,milk; mayonnaise,milk; mayonnaise; butter; water; wine; ketchup; mustard; soy sauce; beer; carrot; cheese; salad dressing; jam; juice,2,14,2,0,12,1.0,0.1429,0.25,0,0.1429,beer; butter; carrot; cheese; jam; juice; ketchup; mustard; salad dressing; soy sauce; water; wine,
0144_jpeg.rf.ef3933e59e801bcfe6e46266918c0070.jpg,data/raw/train/images/0144_jpeg.rf.ef3933e59e801bcfe6e46266918c0070.jpg,butter; egg; almond milk,soda cans; raw meat; yogurt; cheese; pickle; fruit container; egg; almond milk; butter; salad dressing; juice,3,11,3,0,8,1.0,0.2727,0.4286,0,0.2727,cheese; fruit container; juice; pickle; raw meat; salad dressing; soda cans; yogurt,
0148_jpeg.rf.2a24899be498df88c947a4c8db36e8a1.jpg,data/raw/train/images/0148_jpeg.rf.2a24899be498df88c947a4c8db36e8a1.jpg,egg; lemon; apple; kiwi; bell pepper; beet,yogurt; avocado; sauerkraut; egg; lemon; cheese; spinach; chicken; salad; nectarine; kiwi; beets; bell pepper; tomato,6,14,4,2,10,0.6667,0.2857,0.4,0,0.25,avocado; beets; cheese; chicken; nectarine; salad; sauerkraut; spinach; tomato; yogurt,apple; beet
0149_jpeg.rf.1525ada60b701afecc8be3278e9aaa91.jpg,data/raw/train/images/0149_jpeg.rf.1525ada60b701afecc8be3278e9aaa91.jpg,aloe vera juice,aloe vera juice; egg; salad greens; jars of pickles and sauces; leftover containers; hot sauce; soy sauce; smoothie,1,8,1,0,7,1.0,0.125,0.2222,0,0.125,egg; hot sauce; jars of pickles and sauces; leftover containers; salad greens; smoothie; soy sauce,
0167_jpeg.rf.4ceb7858f4f41339361e24bea0a07dfa.jpg,data/raw/train/images/0167_jpeg.rf.4ceb7858f4f41339361e24bea0a07dfa.jpg,tomato; potato; grape; corn; carrot; orange; apple; onion; cucumber; radish; bell pepper; lime; butter,green bean; jarred tomatoes; potato; grape; mushroom; corn; lettuce; mixed greens; melon; carrot; orange; apple; onion; tomato; cucumber; radishes; bell pepper; lime; yogurt spread,13,19,11,2,8,0.8462,0.5789,0.6875,0,0.5238,green bean; jarred tomatoes; lettuce; melon; mixed greens; mushroom; radishes; yogurt spread,butter; radish
0169_jpeg.rf.65feabb64a3c3f1ccab8dd1d1d5a3d59.jpg,data/raw/train/images/0169_jpeg.rf.65feabb64a3c3f1ccab8dd1d1d5a3d59.jpg,oatmilk; orange juice; egg; bell pepper; apple; lemon,oatmilk; orange juice; sparkling water; yogurt; blueberry; strawberry; grape; salad greens; cheese; egg; sausage; bell pepper; lemon; apple; spring onion,6,15,6,0,9,1.0,0.4,0.5714,0,0.4,blueberry; cheese; grape; salad greens; sausage; sparkling water; spring onion; strawberry; yogurt,
0185_jpeg.rf.2b0c232bcf1b009046eaf86a7b1bf667.jpg,data/raw/train/images/0185_jpeg.rf.2b0c232bcf1b009046eaf86a7b1bf667.jpg,egg; milk; spring onion,soy sauce; mustard; ketchup; mayonnaise; salad dressing; peanut butter; jam; yogurt; apple; strawberry; berry; egg; milk; spring onion; butter; garlic; tomato; leftovers,3,18,3,0,15,1.0,0.1667,0.2857,0,0.1667,apple; berry; butter; garlic; jam; ketchup; leftovers; mayonnaise; mustard; peanut butter; salad dressing; soy sauce; strawberry; tomato; yogurt,
0186_jpeg.rf.1a63c93d6fc31c1fb0ab8a24fb3b9fec.jpg,data/raw/train/images/0186_jpeg.rf.1a63c93d6fc31c1fb0ab8a24fb3b9fec.jpg,egg; carrot,carrot; leafy greens; celery; lemon; onion; radishes; milk; cheese; yogurt; butter,2,10,1,1,9,0.5,0.1,0.1667,0,0.0909,butter; celery; cheese; leafy greens; lemon; milk; onion; radishes; yogurt,egg
0192_jpeg.rf.65cf77a5a274299a69dc898654671817.jpg,data/raw/train/images/0192_jpeg.rf.65cf77a5a274299a69dc898654671817.jpg,lemon; egg; butter; tomato ketchup; milk; orange juice,lemon; egg; bread; butter; ketchup; pasta sauce; milk; orange juice; vegemite; jam jars; lime juice; produce,6,12,5,1,7,0.8333,0.4167,0.5556,0,0.3846,bread; jam jars; ketchup; lime juice; pasta sauce; produce; vegemite,tomato ketchup
01vtk6iubte51_jpg.rf.338a63065cc7d0942a1e87dbb8054459.jpg,data/raw/train/images/01vtk6iubte51_jpg.rf.338a63065cc7d0942a1e87dbb8054459.jpg,"{ ""ingredients"": []; ""uncertain_items"": [ { ""name"": ""unknown bottle""; ""reason"": ""multiple bottles in door and on shelves with unreadable labels"" }; { ""name"": ""unknown jar""; ""reason"": ""multiple jars on top shelf with unreadable labels"" }; { ""name"": ""unknown packaged item""; ""reason"": ""various containers and packages on shelves with unreadable labels"" }; { ""name"": ""leafy green vegetable""; ""reason"": ""green foliage visible in the crisper drawer"" } ] }",yogurt; mayonnaise; mustard; ketchup; salad dressing; leafy greens; leftovers; milk; cheese; jam,9,10,0,9,10,0.0,0.0,0.0,0,0.0,cheese; jam; ketchup; leafy greens; leftovers; mayonnaise; milk; mustard; salad dressing; yogurt,"""reason"": ""green foliage visible in the crisper drawer"" } ] }; ""reason"": ""multiple bottles in door and on shelves with unreadable labels"" }; ""reason"": ""multiple jars on top shelf with unreadable labels"" }; ""reason"": ""various containers and packages on shelves with unreadable labels"" }; ""uncertain_items"": [ { ""name"": ""unknown bottle""; { ""ingredients"": []; { ""name"": ""leafy green vegetable""; { ""name"": ""unknown jar""; { ""name"": ""unknown packaged item"""
0201_jpeg.rf.266d706685d63bfb42caef133b41d634.jpg,data/raw/train/images/0201_jpeg.rf.266d706685d63bfb42caef133b41d634.jpg,milk; egg; blueberry; raspberry,almond milk; yogurt; creamer; egg; cheese; diet coke; lettuce; asparagus; blueberry; raspberry,4,10,3,1,7,0.75,0.3,0.4286,0,0.2727,almond milk; asparagus; cheese; creamer; diet coke; lettuce; yogurt,milk
0207_jpeg.rf.b29797dbc5e2fee5688110f2af25c164.jpg,data/raw/train/images/0207_jpeg.rf.b29797dbc5e2fee5688110f2af25c164.jpg,milk; egg,milk; egg; yogurt; salad greens; berry; chicken broth; soy sauce; cheese; juice,2,9,2,0,7,1.0,0.2222,0.3636,0,0.2222,berry; cheese; chicken broth; juice; salad greens; soy sauce; yogurt,
0208_jpeg.rf.2f368d2d2e96123f2c80475346e8b8f9.jpg,data/raw/train/images/0208_jpeg.rf.2f368d2d2e96123f2c80475346e8b8f9.jpg,egg; cucumber; spring onion,egg; strawberry milk; milk carton; spring onion; cucumber; leafy greens; sauces; butter; cheese,3,9,3,0,6,1.0,0.3333,0.5,0,0.3333,butter; cheese; leafy greens; milk carton; sauces; strawberry milk,
0218_jpeg.rf.fc1cb739ee15fabc508be706f73b642d.jpg,data/raw/train/images/0218_jpeg.rf.fc1cb739ee15fabc508be706f73b642d.jpg,egg; milk; pickle; apple; tomato; pineapple,egg; milk; pickle; apple; pineapple; orange; onion; mayonnaise; creamer; mustard; relish; yogurt; soy sauce,6,13,5,1,8,0.8333,0.3846,0.5263,0,0.3571,creamer; mayonnaise; mustard; onion; orange; relish; soy sauce; yogurt,tomato
0227_jpeg.rf.d97f7b72c00895741837c1c1b42ab251.jpg,data/raw/train/images/0227_jpeg.rf.d97f7b72c00895741837c1c1b42ab251.jpg,butter; orange juice,butter; cheese; egg; juice; milk; yogurt; jam; pickle,2,8,1,1,7,0.5,0.125,0.2,0,0.1111,cheese; egg; jam; juice; milk; pickle; yogurt,orange juice
0229_jpeg.rf.fbc1c64f185c7df70782c1461e1adee3.jpg,data/raw/train/images/0229_jpeg.rf.fbc1c64f185c7df70782c1461e1adee3.jpg,daikon; orange,daikon; orange; napa cabbage; green cabbage; leafy greens; egg; tomato; melon; milk; purple cabbage; butter,2,11,2,0,9,1.0,0.1818,0.3077,0,0.1818,butter; egg; green cabbage; leafy greens; melon; milk; napa cabbage; purple cabbage; tomato,
0243_jpeg.rf.36643ab19493bdfba753b1d90a11a6c2.jpg,data/raw/train/images/0243_jpeg.rf.36643ab19493bdfba753b1d90a11a6c2.jpg,cucumber; cabbage; lemon; protein shake,milk; yogurt; cucumber; cabbage; lemon; egg; protein powder; protein shakes; pickle; sauces; wine; bowls of food,4,12,3,1,9,0.75,0.25,0.375,0,0.2308,bowls of food; egg; milk; pickle; protein powder; protein shakes; sauces; wine; yogurt,protein shake
0245_jpeg.rf.46422fd23ffe6981544ac760e4f2b90f.jpg,data/raw/train/images/0245_jpeg.rf.46422fd23ffe6981544ac760e4f2b90f.jpg,water; orange juice; peach tea; almond milk; egg; tomato; salmon; green grape; blueberry; raspberry; blackberry; bell pepper,water; orange juice; peach tea; lemonade; almond milk; egg; hard boiled eggs; tomato; salmon; green grape; blueberry; raspberry; blackberry; bell pepper; potato; salad greens,12,16,12,0,4,1.0,0.75,0.8571,0,0.75,hard boiled eggs; lemonade; potato; salad greens,
0253_jpeg.rf.9aa4772104bb8e40b99c63911a623870.jpg,data/raw/train/images/0253_jpeg.rf.9aa4772104bb8e40b99c63911a623870.jpg,maple syrup; coconut water; soy milk; yogurt; egg,leafy greens; maple syrup; coconut water; juice; soy milk; butter; yogurt; berry; egg; bread rolls; lemon; carrot; meat,5,13,5,0,8,1.0,0.3846,0.5556,0,0.3846,berry; bread rolls; butter; carrot; juice; leafy greens; lemon; meat,
0258_jpeg.rf.ca8d1844154a23ad6b567a9e3f8e8475.jpg,data/raw/train/images/0258_jpeg.rf.ca8d1844154a23ad6b567a9e3f8e8475.jpg,egg; butter,cheese; egg; butter; yogurt; mustard; sauces; hot sauce; soy sauce; pickle; milk; cream; leftovers; apple; onion; orange juice; water,2,16,2,0,14,1.0,0.125,0.2222,0,0.125,apple; cheese; cream; hot sauce; leftovers; milk; mustard; onion; orange juice; pickle; sauces; soy sauce; water; yogurt,
0267_jpeg.rf.e40caead453b2488068f84b5b80cf8ac.jpg,data/raw/train/images/0267_jpeg.rf.e40caead453b2488068f84b5b80cf8ac.jpg,orange juice; pickle dip,orange juice; lucky leaf spread; milk; broth carton; ketchup; pickle; zucchini; leftovers; nut butter; plant milk; green dip tub; jam,2,12,1,1,11,0.5,0.0833,0.1429,0,0.0769,broth carton; green dip tub; jam; ketchup; leftovers; lucky leaf spread; milk; nut butter; pickle; plant milk; zucchini,pickle dip
0271_jpeg.rf.216e27f5b1b99d0dab7d489471914648.jpg,data/raw/train/images/0271_jpeg.rf.216e27f5b1b99d0dab7d489471914648.jpg,egg; marmite; butter,egg; butter; marmite; milk; yogurt; sauces; juice; water,3,8,3,0,5,1.0,0.375,0.5455,0,0.375,juice; milk; sauces; water; yogurt,
0272_png.rf.246cfaac21e40c225f5e305dc07eb80e.jpg,data/raw/train/images/0272_png.rf.246cfaac21e40c225f5e305dc07eb80e.jpg,milk; lemon,milk; lemon; lettuce; wine; vodka; yogurt; mustard; hot sauce; soy sauce; meat; berry; peanut butter; pickle; mayonnaise; ketchup; hummus,2,16,2,0,14,1.0,0.125,0.2222,0,0.125,berry; hot sauce; hummus; ketchup; lettuce; mayonnaise; meat; mustard; peanut butter; pickle; soy sauce; vodka; wine; yogurt,
0278_jpeg.rf.40aa2e8ec7ae3feb5047739746b7c497.jpg,data/raw/train/images/0278_jpeg.rf.40aa2e8ec7ae3feb5047739746b7c497.jpg,milk; egg,milk; egg; yogurt; butter; cheese; mayonnaise; mustard; ketchup; hot sauce; soy sauce; salad dressing; jam; lettuce; peppers; zucchini; salad,2,16,2,0,14,1.0,0.125,0.2222,0,0.125,butter; cheese; hot sauce; jam; ketchup; lettuce; mayonnaise; mustard; peppers; salad; salad dressing; soy sauce; yogurt; zucchini,
0286_jpeg.rf.080f26cb5f6f38997549dbe8c5fff3ba.jpg,data/raw/train/images/0286_jpeg.rf.080f26cb5f6f38997549dbe8c5fff3ba.jpg,egg,egg; milk; juice; butter; mayonnaise; mustard; jam; pickle; salad dressing; carrot; spring onion; yogurt; cheese; meat,1,14,1,0,13,1.0,0.0714,0.1333,0,0.0714,butter; carrot; cheese; jam; juice; mayonnaise; meat; milk; mustard; pickle; salad dressing; spring onion; yogurt,
0289_jpeg.rf.4acbb651481a462ffd3323adc9c88e44.jpg,data/raw/train/images/0289_jpeg.rf.4acbb651481a462ffd3323adc9c88e44.jpg,egg; grape; strawberry; bell pepper; orange juice; lemon; tomato; tangerine; eggplant,egg; green grapes; strawberry; bell pepper; orange juice; yogurt; lemon; tomato; orange; eggplant; nuts; bagged vegetables,9,12,7,2,5,0.7778,0.5833,0.6667,0,0.5,bagged vegetables; green grapes; nuts; orange; yogurt,grape; tangerine
